"Episode","Date","Location","Guest","GuestUrl","Party","PartyUrl"
198,"1985-11-07","","Michael Meacher","https://en.wikipedia.org/wiki/Michael_Meacher","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
198,"1985-11-07","","Nick Raynsford","https://en.wikipedia.org/wiki/Nick_Raynsford","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
198,"1985-11-07","","Shirley Williams","https://en.wikipedia.org/wiki/Shirley_Williams","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
199,"1985-11-14","","Alan Clark","https://en.wikipedia.org/wiki/Alan_Clark","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
199,"1985-11-14","","Derek Hatton","https://en.wikipedia.org/wiki/Derek_Hatton","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
199,"1985-11-14","","Gavin Laird","https://en.wikipedia.org/wiki/Gavin_Laird","Unknown",""
199,"1985-11-14","","Polly Toynbee","https://en.wikipedia.org/wiki/Polly_Toynbee","Unknown",""
200,"1985-11-21","","Paddy Ashdown","https://en.wikipedia.org/wiki/Paddy_Ashdown","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
200,"1985-11-21","","Robin Cook","https://en.wikipedia.org/wiki/Robin_Cook","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
200,"1985-11-21","","Robin McCartney","","Unknown",""
200,"1985-11-21","","Malcolm Rifkind","https://en.wikipedia.org/wiki/Malcolm_Rifkind","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
201,"1985-11-28","Swansea, Wales","Kenneth Clarke","https://en.wikipedia.org/wiki/Kenneth_Clarke","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
201,"1985-11-28","Swansea, Wales","Dafydd Elis-Thomas","https://en.wikipedia.org/wiki/Dafydd_Elis-Thomas","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
201,"1985-11-28","Swansea, Wales","Jean Millar","","Unknown",""
201,"1985-11-28","Swansea, Wales","Giles Radice","https://en.wikipedia.org/wiki/Giles_Radice,_Baron_Radice","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
202,"1985-12-05","","Jim Prior","https://en.wikipedia.org/wiki/James_Prior,_Baron_Prior","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
202,"1985-12-05","","John Redwood","https://en.wikipedia.org/wiki/John_Redwood","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
202,"1985-12-05","","Clare Short","https://en.wikipedia.org/wiki/Clare_Short","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
202,"1985-12-05","","Sue Stapely","","Unknown",""
203,"1985-12-12","","David Astor","https://en.wikipedia.org/wiki/David_Astor","Unknown",""
203,"1985-12-12","","Angela Rumbold","https://en.wikipedia.org/wiki/Angela_Rumbold","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
203,"1985-12-12","","Auberon Waugh","https://en.wikipedia.org/wiki/Auberon_Waugh","Unknown",""
203,"1985-12-12","","Valerie Wise","https://en.wikipedia.org/wiki/Valerie_Wise","Unknown",""
204,"1986-01-09","","David Blunkett","https://en.wikipedia.org/wiki/David_Blunkett","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
204,"1986-01-09","","Antonia Fraser","https://en.wikipedia.org/wiki/Antonia_Fraser","Unknown",""
204,"1986-01-09","","David Owen","https://en.wikipedia.org/wiki/David_Owen","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
204,"1986-01-09","","Norman Tebbit","https://en.wikipedia.org/wiki/Norman_Tebbit","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
205,"1986-01-16","","Harriet Harman","https://en.wikipedia.org/wiki/Harriet_Harman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
205,"1986-01-16","","Norman Lamont","https://en.wikipedia.org/wiki/Norman_Lamont","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
205,"1986-01-16","","Donald Trelford","https://en.wikipedia.org/wiki/Donald_Trelford","Unknown",""
205,"1986-01-16","","Des Wilson","https://en.wikipedia.org/wiki/Des_Wilson","Unknown",""
206,"1986-01-23","","Gerald Kaufman","https://en.wikipedia.org/wiki/Gerald_Kaufman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
206,"1986-01-23","","Jonathon Porritt","https://en.wikipedia.org/wiki/Jonathon_Porritt","Unknown",""
206,"1986-01-23","","Nicholas Ridley, Baron Ridley of Liddesdale","https://en.wikipedia.org/wiki/Nicholas_Ridley,_Baron_Ridley_of_Liddesdale","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
206,"1986-01-23","","Anne Sofer","","Unknown",""
207,"1986-01-30","Belfast, Northern Ireland","David Alton","https://en.wikipedia.org/wiki/David_Alton,_Baron_Alton_of_Liverpool","Unknown",""
207,"1986-01-30","Belfast, Northern Ireland","Tom King, Baron King of Bridgwater","https://en.wikipedia.org/wiki/Tom_King,_Baron_King_of_Bridgwater","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
207,"1986-01-30","Belfast, Northern Ireland","Ann Leslie","https://en.wikipedia.org/wiki/Ann_Leslie","Unknown",""
207,"1986-01-30","Belfast, Northern Ireland","John Smith (Labour Party leader)","https://en.wikipedia.org/wiki/John_Smith_(Labour_Party_leader)","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
208,"1986-02-06","","Edwina Currie","https://en.wikipedia.org/wiki/Edwina_Currie","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
208,"1986-02-06","","Andrew Neil","https://en.wikipedia.org/wiki/Andrew_Neil","Unknown",""
208,"1986-02-06","","Bill Rodgers, Baron Rodgers of Quarry Bank","https://en.wikipedia.org/wiki/William_Rodgers,_Baron_Rodgers_of_Quarry_Bank","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
208,"1986-02-06","","Tom Sawyer, Baron Sawyer","https://en.wikipedia.org/wiki/Tom_Sawyer,_Baron_Sawyer","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
209,"1986-02-13","","Digby Anderson","https://en.wikipedia.org/wiki/Digby_Anderson","Unknown",""
209,"1986-02-13","","Gwyneth Dunwoody","https://en.wikipedia.org/wiki/Gwyneth_Dunwoody","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
209,"1986-02-13","","Richard Holme, Baron Holme of Cheltenham","https://en.wikipedia.org/wiki/Richard_Holme,_Baron_Holme_of_Cheltenham","Unknown",""
209,"1986-02-13","","Norman St John-Stevas","https://en.wikipedia.org/wiki/Norman_St_John-Stevas,_Baron_St_John_of_Fawsley","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
210,"1986-02-20","","Leon Brittan","https://en.wikipedia.org/wiki/Leon_Brittan","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
210,"1986-02-20","","Walter Hayes","https://en.wikipedia.org/wiki/Walter_Hayes","Unknown",""
210,"1986-02-20","","John Prescott","https://en.wikipedia.org/wiki/John_Prescott","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
210,"1986-02-20","","Sue Slipman","https://en.wikipedia.org/wiki/Sue_Slipman","Unknown",""
211,"1986-02-27","","Tony Benn","https://en.wikipedia.org/wiki/Tony_Benn","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
211,"1986-02-27","","Joe Haines (journalist)","https://en.wikipedia.org/wiki/Joe_Haines_(journalist)","Unknown",""
211,"1986-02-27","","Michael Heseltine","https://en.wikipedia.org/wiki/Michael_Heseltine","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
211,"1986-02-27","","Roy Jenkins","https://en.wikipedia.org/wiki/Roy_Jenkins","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
212,"1986-03-06","","Jack Cunningham, Baron Cunningham of Felling","https://en.wikipedia.org/wiki/Jack_Cunningham,_Baron_Cunningham_of_Felling","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
212,"1986-03-06","","Brenda Dean","https://en.wikipedia.org/wiki/Brenda_Dean,_Baroness_Dean_of_Thornton-le-Fylde","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
212,"1986-03-06","","John Harvey-Jones","https://en.wikipedia.org/wiki/John_Harvey-Jones","Unknown",""
212,"1986-03-06","","Geoffrey Howe","https://en.wikipedia.org/wiki/Geoffrey_Howe","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
213,"1986-03-13","Middlesbrough, England","Peter Bottomley","https://en.wikipedia.org/wiki/Peter_Bottomley","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
213,"1986-03-13","Middlesbrough, England","Tom McNally, Baron McNally","https://en.wikipedia.org/wiki/Tom_McNally,_Baron_McNally","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
213,"1986-03-13","Middlesbrough, England","Jane Reed","","Unknown",""
213,"1986-03-13","Middlesbrough, England","George Robertson, Baron Robertson of Port Ellen","https://en.wikipedia.org/wiki/George_Robertson,_Baron_Robertson_of_Port_Ellen","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
214,"1986-03-20","","Rosalind Gilmore","","Unknown",""
214,"1986-03-20","","Denis Healey","https://en.wikipedia.org/wiki/Denis_Healey","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
214,"1986-03-20","","John MacGregor, Baron MacGregor of Pulham Market","https://en.wikipedia.org/wiki/John_MacGregor,_Baron_MacGregor_of_Pulham_Market","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
214,"1986-03-20","","Beatrice Seear, Baroness Seear","https://en.wikipedia.org/wiki/Beatrice_Seear,_Baroness_Seear","Unknown",""
215,"1986-03-27","","John Banham","https://en.wikipedia.org/wiki/John_Banham","Unknown",""
215,"1986-03-27","","John Butcher (British politician)","https://en.wikipedia.org/wiki/John_Butcher_(British_politician)","Unknown",""
215,"1986-03-27","","Laura Grimond","https://en.wikipedia.org/wiki/Laura_Miranda_Grimond","Unknown",""
215,"1986-03-27","","Ken Livingstone","https://en.wikipedia.org/wiki/Ken_Livingstone","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
216,"1986-04-10","","Margaret Beckett","https://en.wikipedia.org/wiki/Margaret_Beckett","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
216,"1986-04-10","","Rhodes Boyson","https://en.wikipedia.org/wiki/Rhodes_Boyson","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
216,"1986-04-10","","Simon Hughes","https://en.wikipedia.org/wiki/Simon_Hughes","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
216,"1986-04-10","","Peter Riddell","https://en.wikipedia.org/wiki/Peter_Riddell","Unknown",""
217,"1986-04-17","","Donald Dewar","https://en.wikipedia.org/wiki/Donald_Dewar","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
217,"1986-04-17","","Norman Fowler, Baron Fowler","https://en.wikipedia.org/wiki/Norman_Fowler","Lord Speaker","https://en.wikipedia.org/wiki/Lord_Speaker"
217,"1986-04-17","","Nicholas Henderson","https://en.wikipedia.org/wiki/Nicholas_Henderson","Unknown",""
217,"1986-04-17","","William Wallace, Baron Wallace of Saltaire","https://en.wikipedia.org/wiki/William_Wallace,_Baron_Wallace_of_Saltaire","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
218,"1986-04-24","","Alex Carlile, Baron Carlile of Berriew","https://en.wikipedia.org/wiki/Alex_Carlile","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
218,"1986-04-24","","John Edmonds (trade unionist)","https://en.wikipedia.org/wiki/John_Edmonds_(trade_unionist)","Unknown",""
218,"1986-04-24","","Ann Leslie","https://en.wikipedia.org/wiki/Ann_Leslie","Unknown",""
218,"1986-04-24","","John Moore, Baron Moore of Lower Marsh","https://en.wikipedia.org/wiki/John_Moore,_Baron_Moore_of_Lower_Marsh","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
219,"1986-05-01","Aberdeen, Scotland","Margaret Ewing","https://en.wikipedia.org/wiki/Margaret_Ewing","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
219,"1986-05-01","Aberdeen, Scotland","Archy Kirkwood","https://en.wikipedia.org/wiki/Archy_Kirkwood,_Baron_Kirkwood_of_Kirkhope","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
219,"1986-05-01","Aberdeen, Scotland","Oonagh McDonald","https://en.wikipedia.org/wiki/Oonagh_McDonald","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
219,"1986-05-01","Aberdeen, Scotland","Geoffrey Pattie","https://en.wikipedia.org/wiki/Geoffrey_Pattie","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
220,"1986-05-08","","Bill Morris, Baron Morris of Handsworth","https://en.wikipedia.org/wiki/Bill_Morris,_Baron_Morris_of_Handsworth","Unknown",""
220,"1986-05-08","","Suzanne Reeve","","Unknown",""
220,"1986-05-08","","Ian Wrigglesworth","https://en.wikipedia.org/wiki/Ian_Wrigglesworth","Unknown",""
220,"1986-05-08","","David Young, Baron Young of Graffham","https://en.wikipedia.org/wiki/David_Young,_Baron_Young_of_Graffham","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
221,"1986-05-15","","Paul Channon","https://en.wikipedia.org/wiki/Paul_Channon,_Baron_Kelvedon","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
221,"1986-05-15","","Denzil Davies","https://en.wikipedia.org/wiki/Denzil_Davies","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
221,"1986-05-15","","Jo Foley","","Unknown",""
221,"1986-05-15","","David Steel","https://en.wikipedia.org/wiki/David_Steel","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
222,"1986-05-22","","Teresa Gorman","https://en.wikipedia.org/wiki/Teresa_Gorman","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
222,"1986-05-22","","Michael Meadowcroft","https://en.wikipedia.org/wiki/Michael_Meadowcroft","Unknown",""
222,"1986-05-22","","Margaret Prosser, Baroness Prosser","https://en.wikipedia.org/wiki/Margaret_Prosser,_Baroness_Prosser","Unknown",""
222,"1986-05-22","","Nicholas Scott","https://en.wikipedia.org/wiki/Nicholas_Scott","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
223,"1986-05-29","Canterbury, England","James Cleminson","https://en.wikipedia.org/wiki/James_Cleminson","Unknown",""
223,"1986-05-29","Canterbury, England","Bryan Gould","https://en.wikipedia.org/wiki/Bryan_Gould","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
223,"1986-05-29","Canterbury, England","Edward Heath","https://en.wikipedia.org/wiki/Edward_Heath","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
223,"1986-05-29","Canterbury, England","Becky Tinsley","","Unknown",""
224,"1986-06-05","","Margaret Clay","","Unknown",""
224,"1986-06-05","","Michael Foot","https://en.wikipedia.org/wiki/Michael_Foot","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
224,"1986-06-05","","Peter Jenkins (journalist)","https://en.wikipedia.org/wiki/Peter_Jenkins_(journalist)","Unknown",""
224,"1986-06-05","","Peter Walker, Baron Walker of Worcester","https://en.wikipedia.org/wiki/Peter_Walker,_Baron_Walker_of_Worcester","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
225,"1986-06-12","","Diane Abbott","https://en.wikipedia.org/wiki/Diane_Abbott","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
225,"1986-06-12","","Jeffrey Archer","https://en.wikipedia.org/wiki/Jeffrey_Archer","Non-affiliated members of the House of Lords","https://en.wikipedia.org/wiki/Non-affiliated_members_of_the_House_of_Lords"
225,"1986-06-12","","Bill Jordan, Baron Jordan","https://en.wikipedia.org/wiki/Bill_Jordan,_Baron_Jordan","Unknown",""
225,"1986-06-12","","Alan Watson, Baron Watson of Richmond","https://en.wikipedia.org/wiki/Alan_Watson,_Baron_Watson_of_Richmond","Unknown",""
226,"1986-06-19","","Kenneth Baker, Baron Baker of Dorking","https://en.wikipedia.org/wiki/Kenneth_Baker,_Baron_Baker_of_Dorking","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
226,"1986-06-19","","Germaine Greer","https://en.wikipedia.org/wiki/Germaine_Greer","Unknown",""
226,"1986-06-19","","David Owen","https://en.wikipedia.org/wiki/David_Owen","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
226,"1986-06-19","","John Smith (Labour Party leader)","https://en.wikipedia.org/wiki/John_Smith_(Labour_Party_leader)","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
227,"1986-09-25","Eastbourne, England","Gerald Kaufman","https://en.wikipedia.org/wiki/Gerald_Kaufman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
227,"1986-09-25","Eastbourne, England","David Steel","https://en.wikipedia.org/wiki/David_Steel","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
227,"1986-09-25","Eastbourne, England","Ian Wrigglesworth","https://en.wikipedia.org/wiki/Ian_Wrigglesworth","Unknown",""
227,"1986-09-25","Eastbourne, England","George Younger, 4th Viscount Younger of Leckie","https://en.wikipedia.org/wiki/George_Younger,_4th_Viscount_Younger_of_Leckie","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
228,"1986-10-02","Blackpool, England","David Blunkett","https://en.wikipedia.org/wiki/David_Blunkett","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
228,"1986-10-02","Blackpool, England","Roy Hattersley","https://en.wikipedia.org/wiki/Roy_Hattersley","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
228,"1986-10-02","Blackpool, England","Norman Tebbit","https://en.wikipedia.org/wiki/Norman_Tebbit","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
228,"1986-10-02","Blackpool, England","Shirley Williams","https://en.wikipedia.org/wiki/Shirley_Williams","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
229,"1986-10-09","Bournemouth, England","Paddy Ashdown","https://en.wikipedia.org/wiki/Paddy_Ashdown","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
229,"1986-10-09","Bournemouth, England","Denis Healey","https://en.wikipedia.org/wiki/Denis_Healey","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
229,"1986-10-09","Bournemouth, England","Nigel Lawson","https://en.wikipedia.org/wiki/Nigel_Lawson","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
229,"1986-10-09","Bournemouth, England","Jim Prior","https://en.wikipedia.org/wiki/James_Prior,_Baron_Prior","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
230,"1986-10-16","","Cecil Parkinson","https://en.wikipedia.org/wiki/Cecil_Parkinson","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
230,"1986-10-16","","Bill Rodgers, Baron Rodgers of Quarry Bank","https://en.wikipedia.org/wiki/William_Rodgers,_Baron_Rodgers_of_Quarry_Bank","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
230,"1986-10-16","","Joan Ruddock","https://en.wikipedia.org/wiki/Joan_Ruddock","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
230,"1986-10-16","","Mary Ann Sieghart","https://en.wikipedia.org/wiki/Mary_Ann_Sieghart","Unknown",""
231,"1986-10-23","","Edwina Currie","https://en.wikipedia.org/wiki/Edwina_Currie","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
231,"1986-10-23","","Shirley Goodwin","","Unknown",""
231,"1986-10-23","","John Prescott","https://en.wikipedia.org/wiki/John_Prescott","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
231,"1986-10-23","","Elizabeth Shields","https://en.wikipedia.org/wiki/Elizabeth_Shields","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
232,"1986-10-30","","Paul Channon","https://en.wikipedia.org/wiki/Paul_Channon,_Baron_Kelvedon","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
232,"1986-10-30","","Oonagh McDonald","https://en.wikipedia.org/wiki/Oonagh_McDonald","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
232,"1986-10-30","","Andrew Neil","https://en.wikipedia.org/wiki/Andrew_Neil","Unknown",""
232,"1986-10-30","","Alan Watson, Baron Watson of Richmond","https://en.wikipedia.org/wiki/Alan_Watson,_Baron_Watson_of_Richmond","Unknown",""
233,"1986-11-06","","Paul Boateng","https://en.wikipedia.org/wiki/Paul_Boateng","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
233,"1986-11-06","","Jeremy Bullmore","","Unknown",""
233,"1986-11-06","","John Redwood","https://en.wikipedia.org/wiki/John_Redwood","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
233,"1986-11-06","","Polly Toynbee","https://en.wikipedia.org/wiki/Polly_Toynbee","Unknown",""
234,"1986-11-13","","Donald Dewar","https://en.wikipedia.org/wiki/Donald_Dewar","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
234,"1986-11-13","","Antonia Fraser","https://en.wikipedia.org/wiki/Antonia_Fraser","Unknown",""
234,"1986-11-13","","Douglas Hurd","https://en.wikipedia.org/wiki/Douglas_Hurd","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
234,"1986-11-13","","Roy Jenkins","https://en.wikipedia.org/wiki/Roy_Jenkins","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
235,"1986-11-20","","Ann Burdus","","Unknown",""
235,"1986-11-20","","Alan Clark","https://en.wikipedia.org/wiki/Alan_Clark","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
235,"1986-11-20","","Janice Lennon","","Unknown",""
235,"1986-11-20","","Dennis Skinner","https://en.wikipedia.org/wiki/Dennis_Skinner","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
236,"1986-11-27","","Walter Hayes","https://en.wikipedia.org/wiki/Walter_Hayes","Unknown",""
236,"1986-11-27","","John Moore, Baron Moore of Lower Marsh","https://en.wikipedia.org/wiki/John_Moore,_Baron_Moore_of_Lower_Marsh","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
236,"1986-11-27","","Clare Short","https://en.wikipedia.org/wiki/Clare_Short","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
236,"1986-11-27","","Becky Tinsley","","Unknown",""
237,"1986-12-04","","Bryan Gould","https://en.wikipedia.org/wiki/Bryan_Gould","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
237,"1986-12-04","","Geoffrey Howe","https://en.wikipedia.org/wiki/Geoffrey_Howe","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
237,"1986-12-04","","Peter Sutherland","https://en.wikipedia.org/wiki/Peter_Sutherland","Fine Gael","https://en.wikipedia.org/wiki/Fine_Gael"
237,"1986-12-04","","Susan Thomas, Baroness Thomas of Walliswood","https://en.wikipedia.org/wiki/Susan_Thomas,_Baroness_Thomas_of_Walliswood","Unknown",""
238,"1986-12-11","","Charles Kennedy","https://en.wikipedia.org/wiki/Charles_Kennedy","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
238,"1986-12-11","","Ken Livingstone","https://en.wikipedia.org/wiki/Ken_Livingstone","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
238,"1986-12-11","","John Patten, Baron Patten","https://en.wikipedia.org/wiki/John_Patten,_Baron_Patten","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
238,"1986-12-11","","Katharine Whitehorn","https://en.wikipedia.org/wiki/Katharine_Whitehorn","Unknown",""
239,"1987-01-15","","Kenneth Baker, Baron Baker of Dorking","https://en.wikipedia.org/wiki/Kenneth_Baker,_Baron_Baker_of_Dorking","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
239,"1987-01-15","","Ian Hislop","https://en.wikipedia.org/wiki/Ian_Hislop","Unknown",""
239,"1987-01-15","","Frances Morrell","https://en.wikipedia.org/wiki/Frances_Morrell","Unknown",""
239,"1987-01-15","","Shirley Williams","https://en.wikipedia.org/wiki/Shirley_Williams","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
240,"1987-01-22","","Laura Grimond","https://en.wikipedia.org/wiki/Laura_Miranda_Grimond","Unknown",""
240,"1987-01-22","","Roy Hattersley","https://en.wikipedia.org/wiki/Roy_Hattersley","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
240,"1987-01-22","","Dennis Potter","https://en.wikipedia.org/wiki/Dennis_Potter","Unknown",""
240,"1987-01-22","","William Waldegrave, Baron Waldegrave of North Hill","https://en.wikipedia.org/wiki/William_Waldegrave,_Baron_Waldegrave_of_North_Hill","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
241,"1987-01-29","","John Edmonds (trade unionist)","https://en.wikipedia.org/wiki/John_Edmonds_(trade_unionist)","Unknown",""
241,"1987-01-29","","Ann Leslie","https://en.wikipedia.org/wiki/Ann_Leslie","Unknown",""
241,"1987-01-29","","Dick Taverne","https://en.wikipedia.org/wiki/Dick_Taverne","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
241,"1987-01-29","","David Young, Baron Young of Graffham","https://en.wikipedia.org/wiki/David_Young,_Baron_Young_of_Graffham","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
242,"1987-02-05","","Robin Cook","https://en.wikipedia.org/wiki/Robin_Cook","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
242,"1987-02-05","","Sarah Hogg, Viscountess Hailsham","https://en.wikipedia.org/wiki/Sarah_Hogg,_Viscountess_Hailsham","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
242,"1987-02-05","","Michael Howard","https://en.wikipedia.org/wiki/Michael_Howard","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
242,"1987-02-05","","Anthony Sampson","https://en.wikipedia.org/wiki/Anthony_Sampson","Unknown",""
