"Episode","Date","Location","Guest","GuestUrl","Party","PartyUrl"
47,"1981-01-22","","Thomas Jackson (trade unionist)","https://en.wikipedia.org/wiki/Thomas_Jackson_(trade_unionist)","Unknown",""
47,"1981-01-22","","Sally Oppenheim-Barnes","https://en.wikipedia.org/wiki/Sally_Oppenheim-Barnes,_Baroness_Oppenheim-Barnes","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
47,"1981-01-22","","John Silkin","https://en.wikipedia.org/wiki/John_Silkin","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
48,"1981-01-29","","Frances Morrell","https://en.wikipedia.org/wiki/Frances_Morrell","Unknown",""
48,"1981-01-29","","David Owen","https://en.wikipedia.org/wiki/David_Owen","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
48,"1981-01-29","","David Steel","https://en.wikipedia.org/wiki/David_Steel","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
48,"1981-01-29","","Peter Walker, Baron Walker of Worcester","https://en.wikipedia.org/wiki/Peter_Walker,_Baron_Walker_of_Worcester","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
49,"1981-02-05","","Gwyneth Dunwoody","https://en.wikipedia.org/wiki/Gwyneth_Dunwoody","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
49,"1981-02-05","","Eldon Griffiths","https://en.wikipedia.org/wiki/Eldon_Griffiths","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
49,"1981-02-05","","Clive Jenkins","https://en.wikipedia.org/wiki/Clive_Jenkins","Unknown",""
49,"1981-02-05","","David Napley","https://en.wikipedia.org/wiki/David_Napley","Unknown",""
50,"1981-02-12","Greenwood Theatre, South London","Edward Daly (bishop)","https://en.wikipedia.org/wiki/Edward_Daly_(bishop)","Unknown",""
50,"1981-02-12","Greenwood Theatre, South London","Edna Healey","https://en.wikipedia.org/wiki/Edna_Healey","Unknown",""
50,"1981-02-12","Greenwood Theatre, South London","Max Beloff","","Unknown",""
50,"1981-02-12","Greenwood Theatre, South London","Norman St John-Stevas","https://en.wikipedia.org/wiki/Norman_St_John-Stevas,_Baron_St_John_of_Fawsley","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
51,"1981-02-26","","Rhodes Boyson","https://en.wikipedia.org/wiki/Rhodes_Boyson","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
51,"1981-02-26","","Donald Dewar","https://en.wikipedia.org/wiki/Donald_Dewar","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
51,"1981-02-26","","Alex Jarratt","https://en.wikipedia.org/wiki/Alex_Jarratt","Unknown",""
51,"1981-02-26","","Beatrice Seear, Baroness Seear","https://en.wikipedia.org/wiki/Beatrice_Seear,_Baroness_Seear","Unknown",""
52,"1981-03-05","","Monty Finniston","https://en.wikipedia.org/wiki/Monty_Finniston","Unknown",""
52,"1981-03-05","","Barney Hayhoe","https://en.wikipedia.org/wiki/Barney_Hayhoe,_Baron_Hayhoe","Unknown",""
52,"1981-03-05","","Terry Marsland","","Unknown",""
52,"1981-03-05","","Jack Straw","https://en.wikipedia.org/wiki/Jack_Straw","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
53,"1981-03-12","","Geoffrey Howe","https://en.wikipedia.org/wiki/Geoffrey_Howe","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
53,"1981-03-12","","Detta O'Cathain, Baroness O'Cathain","https://en.wikipedia.org/wiki/Detta_O%27Cathain,_Baroness_O%27Cathain","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
53,"1981-03-12","","Stan Orme","https://en.wikipedia.org/wiki/Stanley_Orme,_Baron_Orme","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
53,"1981-03-12","","David Penhaligon","https://en.wikipedia.org/wiki/David_Penhaligon","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
54,"1981-03-19","","Peggy Fenner","https://en.wikipedia.org/wiki/Peggy_Fenner","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
54,"1981-03-19","","Merlyn Rees","https://en.wikipedia.org/wiki/Merlyn_Rees","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
54,"1981-03-19","","William Rees-Mogg","https://en.wikipedia.org/wiki/William_Rees-Mogg","Unknown",""
54,"1981-03-19","","Arthur Scargill","https://en.wikipedia.org/wiki/Arthur_Scargill","Unknown",""
55,"1981-03-26","","Nicky Harrison","","Unknown",""
55,"1981-03-26","","Douglas Hurd","https://en.wikipedia.org/wiki/Douglas_Hurd","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
55,"1981-03-26","","Gerald Kaufman","https://en.wikipedia.org/wiki/Gerald_Kaufman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
55,"1981-03-26","","Dick Taverne","https://en.wikipedia.org/wiki/Dick_Taverne","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
56,"1981-04-02","","Moss Evans","https://en.wikipedia.org/wiki/Moss_Evans","Unknown",""
56,"1981-04-02","","Jo Grimond","https://en.wikipedia.org/wiki/Jo_Grimond","Unknown",""
56,"1981-04-02","","Susan Cunliffe-Lister, Baroness Masham of Ilton","https://en.wikipedia.org/wiki/Susan_Cunliffe-Lister,_Baroness_Masham_of_Ilton","Unknown",""
56,"1981-04-02","","Norman Tebbit","https://en.wikipedia.org/wiki/Norman_Tebbit","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
57,"1981-04-09","","Nigel Broackes","https://en.wikipedia.org/wiki/Nigel_Broackes","Unknown",""
57,"1981-04-09","","Harriet Harman","https://en.wikipedia.org/wiki/Harriet_Harman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
57,"1981-04-09","","Roy Hattersley","https://en.wikipedia.org/wiki/Roy_Hattersley","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
57,"1981-04-09","","Michael Heseltine","https://en.wikipedia.org/wiki/Michael_Heseltine","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
58,"1981-04-16","","Amalgamated Engineering and Electrical Union","https://en.wikipedia.org/wiki/Amalgamated_Engineering_and_Electrical_Union","Unknown",""
58,"1981-04-16","","Sarah Hogg, Viscountess Hailsham","https://en.wikipedia.org/wiki/Sarah_Hogg,_Viscountess_Hailsham","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
58,"1981-04-16","","Paul Johnson (writer)","https://en.wikipedia.org/wiki/Paul_Johnson_(writer)","Unknown",""
58,"1981-04-16","","Hugh Montefiore","https://en.wikipedia.org/wiki/Hugh_Montefiore","Unknown",""
59,"1981-04-23","","Janey Buchan","https://en.wikipedia.org/wiki/Janey_Buchan","Unknown",""
59,"1981-04-23","","John Pardoe","https://en.wikipedia.org/wiki/John_Pardoe","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
59,"1981-04-23","","Leo Pliatzky","","Unknown",""
59,"1981-04-23","","Geoffrey Rippon","https://en.wikipedia.org/wiki/Geoffrey_Rippon","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
60,"1981-04-30","","Nicholas Fairbairn","https://en.wikipedia.org/wiki/Nicholas_Fairbairn","Scottish Conservatives","https://en.wikipedia.org/wiki/Scottish_Conservatives"
60,"1981-04-30","","Roy Jenkins","https://en.wikipedia.org/wiki/Roy_Jenkins","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
60,"1981-04-30","","Bel Mooney","https://en.wikipedia.org/wiki/Bel_Mooney","Unknown",""
60,"1981-04-30","","Peter Shore","https://en.wikipedia.org/wiki/Peter_Shore","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
61,"1981-05-07","","Ralf Dahrendorf","https://en.wikipedia.org/wiki/Ralf_Dahrendorf","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
61,"1981-05-07","","Ken Gill","https://en.wikipedia.org/wiki/Ken_Gill","Unknown",""
61,"1981-05-07","","Helene Hayman, Baroness Hayman","https://en.wikipedia.org/wiki/Helene_Hayman,_Baroness_Hayman","Crossbencher","https://en.wikipedia.org/wiki/Crossbencher"
61,"1981-05-07","","Peter Thorneycroft","https://en.wikipedia.org/wiki/Peter_Thorneycroft,_Baron_Thorneycroft","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
62,"1981-05-14","","Nicholas Goodison","https://en.wikipedia.org/wiki/Nicholas_Goodison","Unknown",""
62,"1981-05-14","","Ian Mikardo","https://en.wikipedia.org/wiki/Ian_Mikardo","Unknown",""
62,"1981-05-14","","Jane Reed","","Unknown",""
62,"1981-05-14","","George Younger, 4th Viscount Younger of Leckie","https://en.wikipedia.org/wiki/George_Younger,_4th_Viscount_Younger_of_Leckie","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
63,"1981-05-21","","Frank Field (British politician)","https://en.wikipedia.org/wiki/Frank_Field_(British_politician)","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
63,"1981-05-21","","Grey Ruthven, 2nd Earl of Gowrie","https://en.wikipedia.org/wiki/Grey_Ruthven,_2nd_Earl_of_Gowrie","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
63,"1981-05-21","","Miriam Karlin","https://en.wikipedia.org/wiki/Miriam_Karlin","Unknown",""
63,"1981-05-21","","Sara Morrison","","Unknown",""
64,"1981-05-28","","Leon Brittan","https://en.wikipedia.org/wiki/Leon_Brittan","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
64,"1981-05-28","","Eric Heffer","https://en.wikipedia.org/wiki/Eric_Heffer","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
64,"1981-05-28","","Mary Holland","https://en.wikipedia.org/wiki/Mary_Holland","Unknown",""
64,"1981-05-28","","Enoch Powell","https://en.wikipedia.org/wiki/Enoch_Powell","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
65,"1981-06-04","","Lynda Chalker","https://en.wikipedia.org/wiki/Lynda_Chalker,_Baroness_Chalker_of_Wallasey","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
65,"1981-06-04","","Paul Foot (journalist)","https://en.wikipedia.org/wiki/Paul_Foot_(journalist)","Unknown",""
65,"1981-06-04","","Denis Healey","https://en.wikipedia.org/wiki/Denis_Healey","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
65,"1981-06-04","","Peter Hill-Norton","https://en.wikipedia.org/wiki/Peter_Hill-Norton,_Baron_Hill-Norton","Unknown",""
66,"1981-06-11","","David Evans (British politician)","https://en.wikipedia.org/wiki/David_Evans_(British_politician)","Unknown",""
66,"1981-06-11","","Neil Kinnock","https://en.wikipedia.org/wiki/Neil_Kinnock","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
66,"1981-06-11","","Usha Prashar, Baroness Prashar","https://en.wikipedia.org/wiki/Usha_Prashar,_Baroness_Prashar","Unknown",""
66,"1981-06-11","","Timothy Raison","https://en.wikipedia.org/wiki/Timothy_Raison","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
67,"1981-06-18","","David Howell, Baron Howell of Guildford","https://en.wikipedia.org/wiki/David_Howell,_Baron_Howell_of_Guildford","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
67,"1981-06-18","","Michael Meacher","https://en.wikipedia.org/wiki/Michael_Meacher","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
67,"1981-06-18","","Janet Morgan","","Unknown",""
67,"1981-06-18","","Woodrow Wyatt","https://en.wikipedia.org/wiki/Woodrow_Wyatt","Unknown",""
68,"1981-10-22","","Leon Brittan","https://en.wikipedia.org/wiki/Leon_Brittan","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
68,"1981-10-22","","Kay Carmichael","","Unknown",""
68,"1981-10-22","","Jo Grimond","https://en.wikipedia.org/wiki/Jo_Grimond","Unknown",""
68,"1981-10-22","","Denis Healey","https://en.wikipedia.org/wiki/Denis_Healey","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
69,"1981-10-29","","Judith Hart","https://en.wikipedia.org/wiki/Judith_Hart","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
69,"1981-10-29","","Douglas Hurd","https://en.wikipedia.org/wiki/Douglas_Hurd","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
69,"1981-10-29","","Ann Leslie","https://en.wikipedia.org/wiki/Ann_Leslie","Unknown",""
69,"1981-10-29","","Bill Rodgers, Baron Rodgers of Quarry Bank","https://en.wikipedia.org/wiki/William_Rodgers,_Baron_Rodgers_of_Quarry_Bank","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
70,"1981-11-05","","Roy Hattersley","https://en.wikipedia.org/wiki/Roy_Hattersley","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
70,"1981-11-05","","Nigel Lawson","https://en.wikipedia.org/wiki/Nigel_Lawson","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
70,"1981-11-05","","Alan Sapper","https://en.wikipedia.org/wiki/Alan_Sapper","Unknown",""
70,"1981-11-05","","Elizabeth Sidney","","Unknown",""
71,"1981-11-12","","Robin Cook","https://en.wikipedia.org/wiki/Robin_Cook","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
71,"1981-11-12","","Ian Gilmore","https://en.wikipedia.org/wiki/Ian_Gilmore","Unknown",""
71,"1981-11-12","","Detta O'Cathain, Baroness O'Cathain","https://en.wikipedia.org/wiki/Detta_O%27Cathain,_Baroness_O%27Cathain","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
71,"1981-11-12","","Jane Reed","","Unknown",""
72,"1981-11-19","","Paul Boateng","https://en.wikipedia.org/wiki/Paul_Boateng","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
72,"1981-11-19","","Ronald Dworkin","https://en.wikipedia.org/wiki/Ronald_Dworkin","Unknown",""
72,"1981-11-19","","Anne Jones","","Unknown",""
72,"1981-11-19","","William Whitelaw, 1st Viscount Whitelaw","https://en.wikipedia.org/wiki/William_Whitelaw,_1st_Viscount_Whitelaw","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
73,"1981-11-26","Liverpool, England","Jock Bruce-Gardyne","https://en.wikipedia.org/wiki/Jock_Bruce-Gardyne","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
73,"1981-11-26","Liverpool, England","Eric Heffer","https://en.wikipedia.org/wiki/Eric_Heffer","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
73,"1981-11-26","Liverpool, England","Roy Jenkins","https://en.wikipedia.org/wiki/Roy_Jenkins","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
73,"1981-11-26","Liverpool, England","Clare Short","https://en.wikipedia.org/wiki/Clare_Short","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
74,"1981-12-03","","Naomi Sargant","https://en.wikipedia.org/wiki/Naomi_Sargant","Unknown",""
74,"1981-12-03","","Sally Oppenheim-Barnes","https://en.wikipedia.org/wiki/Sally_Oppenheim-Barnes,_Baroness_Oppenheim-Barnes","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
74,"1981-12-03","","Adam Thomson (diplomat)","https://en.wikipedia.org/wiki/Adam_Thomson_(diplomat)","Unknown",""
74,"1981-12-03","","George Wright","","Unknown",""
75,"1981-12-10","","Gerry Fitt","https://en.wikipedia.org/wiki/Gerry_Fitt","Social Democratic and Labour Party","https://en.wikipedia.org/wiki/Social_Democratic_and_Labour_Party"
75,"1981-12-10","","Joan Lestor","https://en.wikipedia.org/wiki/Joan_Lestor,_Baroness_Lestor_of_Eccles","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
75,"1981-12-10","","Emily Macfarquhar","","Unknown",""
75,"1981-12-10","","Francis Pym","https://en.wikipedia.org/wiki/Francis_Pym,_Baron_Pym","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
76,"1981-12-17","","Edward du Cann","https://en.wikipedia.org/wiki/Edward_du_Cann","Unknown",""
76,"1981-12-17","","Antonia Fraser","https://en.wikipedia.org/wiki/Antonia_Fraser","Unknown",""
76,"1981-12-17","","Harold Lever, Baron Lever of Manchester","https://en.wikipedia.org/wiki/Harold_Lever,_Baron_Lever_of_Manchester","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
76,"1981-12-17","","Bernard Levin","https://en.wikipedia.org/wiki/Bernard_Levin","Unknown",""
77,"1982-01-14","","Neil Kinnock","https://en.wikipedia.org/wiki/Neil_Kinnock","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
77,"1982-01-14","","Marion Roe","https://en.wikipedia.org/wiki/Marion_Roe","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
77,"1982-01-14","","John Thorn (headmaster)","https://en.wikipedia.org/wiki/John_Thorn_(headmaster)","Unknown",""
77,"1982-01-14","","Shirley Williams","https://en.wikipedia.org/wiki/Shirley_Williams","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
78,"1982-01-21","","Amalgamated Engineering and Electrical Union","https://en.wikipedia.org/wiki/Amalgamated_Engineering_and_Electrical_Union","Unknown",""
78,"1982-01-21","","Tess Gill","","Unknown",""
78,"1982-01-21","","Patrick Jenkin","https://en.wikipedia.org/wiki/Patrick_Jenkin,_Baron_Jenkin_of_Roding","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
78,"1982-01-21","","Margaret Shaw","","Unknown",""
79,"1982-01-28","","Gerald Kaufman","https://en.wikipedia.org/wiki/Gerald_Kaufman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
79,"1982-01-28","","Geoffrey Rippon","https://en.wikipedia.org/wiki/Geoffrey_Rippon","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
79,"1982-01-28","","Barbara Switzer","","Unknown",""
79,"1982-01-28","","Julie Tallon","","Unknown",""
80,"1982-02-04","","Alec Kitson","https://en.wikipedia.org/wiki/Alec_Kitson","Unknown",""
80,"1982-02-04","","Isobel Lindsay","https://en.wikipedia.org/wiki/Isobel_Lindsay","Unknown",""
80,"1982-02-04","","David Penhaligon","https://en.wikipedia.org/wiki/David_Penhaligon","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
80,"1982-02-04","","Malcolm Rifkind","https://en.wikipedia.org/wiki/Malcolm_Rifkind","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
81,"1982-02-11","","Joe Haines (journalist)","https://en.wikipedia.org/wiki/Joe_Haines_(journalist)","Unknown",""
81,"1982-02-11","","Frances Morrell","https://en.wikipedia.org/wiki/Frances_Morrell","Unknown",""
81,"1982-02-11","","Cyril Smith","https://en.wikipedia.org/wiki/Cyril_Smith","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
81,"1982-02-11","","Janet Young, Baroness Young","https://en.wikipedia.org/wiki/Janet_Young,_Baroness_Young","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
82,"1982-02-18","","Oonagh McDonald","https://en.wikipedia.org/wiki/Oonagh_McDonald","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
